D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_328.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_328.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_328.jpg,0,0,0,12.51579
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_408.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_408.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_408.jpg,0,0,0,12.41341
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_483.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_483.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_483.jpg,0,0,0,12.31234
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_556.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_556.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_556.jpg,0,0,0,12.21208
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_628.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_628.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_628.jpg,0,0,0,12.18579
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_701.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_701.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_701.jpg,0,0,0,12.08801
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_771.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_771.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_771.jpg,0,0,0,11.96853
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_842.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_842.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_842.jpg,0,0,0,11.87697
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_910.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_910.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_910.jpg,0,0,0,11.87309
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_31_981.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_31_981.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_31_981.jpg,0,0,0,11.79196
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_053.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_053.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_053.jpg,0,0,0,11.64744
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_127.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_127.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_127.jpg,0,0.0884973,0,11.55471
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_197.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_197.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_197.jpg,0,0.2982915,0,11.56231
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_277.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_277.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_277.jpg,0,0.5415237,0,12.11383
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_361.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_361.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_361.jpg,0,0.7923018,0,12.54092
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_430.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_430.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_430.jpg,0,0.9928323,0,13.23654
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_497.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_497.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_497.jpg,-0.2,1,0,14.13258
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_585.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_585.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_585.jpg,0,1,0,14.95341
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_662.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_662.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_662.jpg,0,1,0,15.76345
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_735.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_735.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_735.jpg,0,1,0,16.60576
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_808.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_808.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_808.jpg,0,1,0,17.19525
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_886.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_886.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_886.jpg,0,1,0,18.03742
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_32_956.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_32_956.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_32_956.jpg,0,1,0,18.86769
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_028.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_028.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_028.jpg,0,1,0,19.48648
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_107.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_107.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_107.jpg,-0.2,1,0,20.28317
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_177.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_177.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_177.jpg,0,1,0,21.05451
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_246.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_246.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_246.jpg,0,1,0,21.65303
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_322.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_322.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_322.jpg,0,1,0,22.44668
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_393.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_393.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_393.jpg,0,1,0,23.03306
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_466.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_466.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_466.jpg,0,1,0,23.8162
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_542.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_542.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_542.jpg,-0.15,1,0,24.58458
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_616.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_616.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_616.jpg,0,1,0,25.30958
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_686.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_686.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_686.jpg,0,1,0,25.8812
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_755.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_755.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_755.jpg,0,1,0,26.63888
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_833.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_833.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_833.jpg,0,1,0,27.20387
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_911.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_911.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_911.jpg,0,1,0,27.95242
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_33_985.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_33_985.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_33_985.jpg,0,1,0,28.6949
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_058.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_058.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_058.jpg,-0.05,1,0,29.4308
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_134.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_134.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_134.jpg,0,1,0,30.14083
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_207.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_207.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_207.jpg,0,1,0,30.19038
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_281.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_281.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_281.jpg,0,1,0,30.19024
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_356.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_356.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_356.jpg,0,1,0,30.19026
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_429.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_429.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_429.jpg,0,1,0,30.1903
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_504.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_504.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_504.jpg,0,1,0,30.19027
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_576.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_576.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_576.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_649.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_649.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_649.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_722.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_722.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_722.jpg,0,1,0,30.19033
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_792.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_792.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_792.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_864.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_864.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_864.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_34_937.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_34_937.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_34_937.jpg,-0.1,1,0,30.18764
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_011.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_011.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_011.jpg,-0.25,1,0,30.17475
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_087.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_087.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_087.jpg,0,1,0,30.19013
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_167.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_167.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_167.jpg,0,1,0,30.19016
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_233.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_233.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_233.jpg,0,1,0,30.19028
